Crime_ID,City,Latitude,Longitude,Crime_Type,Date,Year,Month,Day_of_Week,Hour,Area_Type,Safety_Score,Police_Response_Time,Status
CR000228,Delhi,28.6419,77.1597,Theft,2023-12-13,2023,12,Wednesday,17,Industrial,2.4,24,Under Investigation
CR000229,Kolkata,22.5239,88.3422,Theft,2024-11-21,2024,11,Thursday,12,Mixed,2.7,18,Resolved
CR000230,Hyderabad,17.3779,78.5212,Theft,2025-03-15,2025,3,Saturday,6,Commercial,2.2,25,Resolved
CR000231,Delhi,28.6411,77.1676,Theft,2023-12-27,2023,12,Wednesday,17,Industrial,4.9,11,Resolved
CR000232,Lucknow,26.8386,80.9222,Assault,2024-12-19,2024,12,Thursday,23,Industrial,2.4,30,Resolved
CR000233,Delhi,28.6103,77.2562,Assault,2024-08-10,2024,8,Saturday,9,Mixed,2.5,11,Under Investigation
CR000234,Delhi,28.6162,77.1705,Domestic Violence,2025-09-16,2025,9,Tuesday,8,Residential,4.1,38,Resolved
CR000235,Hyderabad,17.4197,78.4796,Theft,2025-10-07,2025,10,Tuesday,20,Commercial,4.0,20,Resolved
CR000236,Pune,18.5249,73.8129,Robbery,2024-04-06,2024,4,Saturday,15,Industrial,2.2,36,Resolved
CR000237,Kolkata,22.5771,88.3897,Domestic Violence,2024-01-13,2024,1,Saturday,11,Commercial,4.6,32,Resolved
CR000238,Jaipur,26.9184,75.8124,Assault,2025-08-24,2025,8,Sunday,7,Mixed,3.4,37,Resolved
CR000239,Bangalore,12.9321,77.6103,Domestic Violence,2025-05-04,2025,5,Sunday,8,Industrial,3.3,16,Resolved
CR000240,Ahmedabad,23.0082,72.5971,Theft,2025-08-18,2025,8,Monday,19,Mixed,3.2,44,Resolved
CR000241,Kolkata,22.5784,88.3305,Assault,2025-02-12,2025,2,Wednesday,21,Commercial,2.5,37,Resolved
CR000242,Pune,18.4888,73.8961,Assault,2024-02-18,2024,2,Sunday,13,Commercial,4.4,23,Under Investigation
CR000243,Pune,18.5671,73.8485,Murder,2024-05-14,2024,5,Tuesday,18,Mixed,3.0,42,Open
CR000244,Pune,18.4834,73.8754,Theft,2025-04-16,2025,4,Wednesday,18,Commercial,4.7,9,Open
CR000245,Jaipur,26.9443,75.7914,Assault,2024-10-17,2024,10,Thursday,15,Mixed,4.5,13,Resolved
CR000246,Mumbai,19.1079,72.9157,Robbery,2025-01-25,2025,1,Saturday,9,Residential,2.3,25,Resolved
CR000247,Mumbai,19.0608,72.8727,Assault,2025-01-23,2025,1,Thursday,17,Residential,3.1,15,Under Investigation
CR000248,Bangalore,12.9247,77.6185,Theft,2024-07-03,2024,7,Wednesday,18,Industrial,2.2,10,Under Investigation
CR000249,Delhi,28.6476,77.1869,Assault,2024-05-31,2024,5,Friday,20,Industrial,2.6,25,Resolved
CR000250,Chennai,13.0735,80.2966,Fraud,2024-09-23,2024,9,Monday,19,Residential,4.4,19,Resolved
CR000251,Delhi,28.6513,77.159,Theft,2024-11-09,2024,11,Saturday,15,Mixed,3.4,12,Resolved
CR000252,Bangalore,13.0193,77.5557,Burglary,2025-01-21,2025,1,Tuesday,14,Commercial,2.1,27,Resolved
CR000253,Jaipur,26.8916,75.8284,Domestic Violence,2023-11-16,2023,11,Thursday,20,Commercial,4.9,13,Resolved
CR000254,Pune,18.5237,73.8702,Burglary,2025-07-01,2025,7,Tuesday,18,Mixed,3.6,21,Resolved
CR000255,Delhi,28.6108,77.1891,Assault,2024-11-29,2024,11,Friday,18,Mixed,2.1,32,Under Investigation
CR000256,Jaipur,26.8954,75.7713,Murder,2025-02-16,2025,2,Sunday,8,Residential,2.7,34,Resolved
CR000257,Mumbai,19.0833,72.8936,Theft,2023-12-15,2023,12,Friday,9,Residential,2.3,13,Under Investigation
CR000258,Delhi,28.5704,77.2546,Theft,2024-11-20,2024,11,Wednesday,15,Mixed,3.0,19,Under Investigation
CR000259,Lucknow,26.8132,80.9133,Fraud,2024-04-27,2024,4,Saturday,16,Mixed,4.1,11,Resolved
CR000260,Kolkata,22.5611,88.3627,Assault,2025-04-18,2025,4,Friday,12,Residential,3.4,5,Resolved
CR000261,Hyderabad,17.3421,78.4621,Burglary,2025-02-09,2025,2,Sunday,7,Mixed,2.4,5,Resolved
CR000262,Delhi,28.6262,77.206,Burglary,2023-12-10,2023,12,Sunday,16,Commercial,2.0,12,Resolved
CR000263,Delhi,28.5978,77.2393,Assault,2024-12-15,2024,12,Sunday,14,Residential,2.1,13,Under Investigation
CR000264,Delhi,28.6256,77.1704,Burglary,2025-04-29,2025,4,Tuesday,21,Industrial,3.5,23,Resolved
CR000265,Delhi,28.6029,77.232,Fraud,2025-07-12,2025,7,Saturday,17,Residential,2.9,30,Open
CR000266,Lucknow,26.8688,80.9825,Theft,2023-12-29,2023,12,Friday,12,Industrial,2.2,24,Under Investigation
CR000267,Mumbai,19.0925,72.9077,Assault,2024-07-01,2024,7,Monday,9,Mixed,3.3,37,Resolved
CR000268,Bangalore,12.9571,77.6388,Assault,2025-07-16,2025,7,Wednesday,17,Residential,4.7,14,Resolved
CR000269,Bangalore,13.0129,77.6059,Fraud,2025-08-06,2025,8,Wednesday,17,Residential,4.2,42,Under Investigation
CR000270,Ahmedabad,23.0545,72.5909,Robbery,2025-03-08,2025,3,Saturday,15,Commercial,3.7,41,Resolved
CR000271,Delhi,28.5855,77.2057,Domestic Violence,2025-01-08,2025,1,Wednesday,20,Commercial,4.1,40,Under Investigation
CR000272,Pune,18.5247,73.8929,Assault,2024-10-30,2024,10,Wednesday,19,Mixed,4.5,19,Under Investigation
CR000273,Pune,18.5023,73.8649,Burglary,2025-07-03,2025,7,Thursday,18,Industrial,4.1,38,Resolved
CR000274,Chennai,13.0973,80.2252,Domestic Violence,2024-04-18,2024,4,Thursday,10,Mixed,2.1,22,Under Investigation
CR000275,Delhi,28.574,77.2437,Robbery,2023-12-11,2023,12,Monday,11,Residential,5.0,35,Under Investigation
CR000276,Mumbai,19.0746,72.8305,Robbery,2025-08-15,2025,8,Friday,10,Commercial,2.3,31,Resolved
CR000277,Mumbai,19.0573,72.8424,Robbery,2024-07-01,2024,7,Monday,20,Mixed,3.1,41,Resolved
CR000278,Hyderabad,17.3953,78.5194,Murder,2025-08-13,2025,8,Wednesday,17,Residential,2.5,36,Resolved
CR000279,Kolkata,22.6206,88.3617,Robbery,2024-10-29,2024,10,Tuesday,19,Industrial,4.5,7,Resolved
CR000280,Bangalore,12.9393,77.5953,Assault,2024-05-14,2024,5,Tuesday,23,Industrial,3.7,5,Resolved
CR000281,Ahmedabad,23.0725,72.5365,Domestic Violence,2024-08-20,2024,8,Tuesday,19,Commercial,4.2,44,Resolved
CR000282,Ahmedabad,23.0346,72.5415,Burglary,2025-01-18,2025,1,Saturday,20,Commercial,4.1,23,Resolved
CR000283,Chennai,13.0926,80.256,Robbery,2025-02-25,2025,2,Tuesday,9,Mixed,4.4,9,Under Investigation
CR000284,Kolkata,22.5693,88.3173,Vandalism,2025-06-04,2025,6,Wednesday,16,Mixed,2.3,36,Resolved
CR000285,Pune,18.5079,73.8353,Theft,2025-03-27,2025,3,Thursday,15,Mixed,3.8,21,Under Investigation
CR000286,Mumbai,19.0703,72.8879,Assault,2024-10-29,2024,10,Tuesday,15,Mixed,5.0,21,Under Investigation
CR000287,Delhi,28.6532,77.1652,Fraud,2024-08-12,2024,8,Monday,6,Residential,4.9,35,Under Investigation
CR000288,Mumbai,19.0737,72.8965,Assault,2024-04-11,2024,4,Thursday,16,Residential,3.9,20,Under Investigation
CR000289,Jaipur,26.8903,75.7584,Vandalism,2024-12-30,2024,12,Monday,23,Commercial,2.6,44,Resolved
CR000290,Pune,18.4748,73.8409,Assault,2024-04-28,2024,4,Sunday,0,Mixed,4.8,13,Under Investigation
CR000291,Kolkata,22.5926,88.3243,Burglary,2024-10-10,2024,10,Thursday,18,Industrial,2.1,39,Resolved
CR000292,Mumbai,19.0266,72.8378,Domestic Violence,2025-08-24,2025,8,Sunday,8,Commercial,3.5,20,Resolved
CR000293,Mumbai,19.0333,72.868,Theft,2024-06-08,2024,6,Saturday,20,Industrial,3.2,18,Resolved
CR000294,Pune,18.561,73.8388,Robbery,2024-12-12,2024,12,Thursday,16,Residential,2.7,25,Resolved
CR000295,Bangalore,12.9864,77.5569,Fraud,2025-10-06,2025,10,Monday,20,Mixed,3.4,12,Resolved
CR000296,Kolkata,22.5909,88.3381,Assault,2025-09-06,2025,9,Saturday,19,Industrial,3.7,8,Resolved
CR000297,Pune,18.5425,73.8468,Theft,2025-01-12,2025,1,Sunday,10,Industrial,3.9,16,Resolved
CR000298,Jaipur,26.8624,75.7884,Theft,2025-07-25,2025,7,Friday,17,Mixed,4.7,12,Resolved
CR000299,Chennai,13.1267,80.229,Fraud,2024-02-04,2024,2,Sunday,14,Industrial,2.8,38,Resolved
CR000300,Kolkata,22.6133,88.4082,Burglary,2025-04-14,2025,4,Monday,14,Residential,4.9,21,Under Investigation
CR000301,Lucknow,26.8532,80.9892,Domestic Violence,2025-05-07,2025,5,Wednesday,10,Residential,4.1,41,Open
CR000302,Delhi,28.6315,77.2534,Theft,2023-11-06,2023,11,Monday,17,Residential,2.1,43,Resolved
CR000303,Jaipur,26.91,75.7484,Assault,2025-03-16,2025,3,Sunday,14,Residential,2.2,17,Resolved
CR000304,Kolkata,22.6076,88.3351,Assault,2024-07-27,2024,7,Saturday,18,Mixed,3.9,27,Under Investigation
CR000305,Mumbai,19.0655,72.9208,Theft,2025-10-26,2025,10,Sunday,13,Residential,3.9,32,Under Investigation
CR000306,Hyderabad,17.3929,78.4452,Theft,2024-05-22,2024,5,Wednesday,7,Commercial,2.3,14,Resolved
CR000307,Chennai,13.1238,80.3045,Assault,2024-09-26,2024,9,Thursday,14,Industrial,3.5,42,Resolved
CR000308,Hyderabad,17.3617,78.5092,Fraud,2024-10-16,2024,10,Wednesday,16,Mixed,4.0,32,Resolved
CR000309,Delhi,28.616,77.2566,Theft,2023-12-06,2023,12,Wednesday,8,Residential,3.1,38,Resolved
CR000310,Pune,18.4722,73.836,Domestic Violence,2024-05-28,2024,5,Tuesday,13,Mixed,3.1,20,Resolved
CR000311,Kolkata,22.5774,88.4018,Assault,2025-05-22,2025,5,Thursday,21,Residential,4.3,12,Resolved
CR000312,Kolkata,22.6125,88.3849,Fraud,2025-03-17,2025,3,Monday,15,Industrial,4.2,30,Resolved
CR000313,Ahmedabad,23.0668,72.5999,Murder,2024-08-21,2024,8,Wednesday,17,Commercial,3.7,21,Resolved
CR000314,Pune,18.4845,73.8689,Domestic Violence,2025-01-01,2025,1,Wednesday,12,Mixed,4.9,44,Open
CR000315,Delhi,28.5984,77.2507,Theft,2023-11-29,2023,11,Wednesday,16,Commercial,2.2,30,Resolved
CR000316,Chennai,13.0824,80.2437,Theft,2023-12-26,2023,12,Tuesday,22,Industrial,3.6,36,Resolved
CR000317,Chennai,13.1289,80.2828,Fraud,2024-08-09,2024,8,Friday,15,Residential,3.6,35,Resolved
CR000318,Hyderabad,17.3796,78.4576,Theft,2025-05-21,2025,5,Wednesday,10,Commercial,5.0,15,Resolved
CR000319,Hyderabad,17.3459,78.5004,Robbery,2023-12-03,2023,12,Sunday,18,Residential,4.9,16,Resolved
CR000320,Jaipur,26.9543,75.7549,Theft,2025-05-28,2025,5,Wednesday,3,Residential,4.5,38,Under Investigation
CR000321,Chennai,13.128,80.3174,Burglary,2024-11-01,2024,11,Friday,15,Industrial,4.2,34,Under Investigation
CR000322,Pune,18.5485,73.9027,Domestic Violence,2025-07-28,2025,7,Monday,15,Commercial,2.0,40,Resolved
CR000323,Lucknow,26.8772,80.9008,Domestic Violence,2024-12-11,2024,12,Wednesday,16,Commercial,4.4,41,Resolved
CR000324,Bangalore,13.0111,77.5446,Fraud,2024-08-17,2024,8,Saturday,14,Industrial,4.8,5,Resolved
CR000325,Pune,18.5076,73.8459,Domestic Violence,2023-12-24,2023,12,Sunday,7,Commercial,3.3,18,Under Investigation
CR000326,Kolkata,22.5612,88.3713,Burglary,2025-07-07,2025,7,Monday,21,Mixed,4.6,27,Resolved
CR000327,Jaipur,26.8663,75.7409,Theft,2024-11-09,2024,11,Saturday,18,Mixed,2.7,9,Under Investigation
CR000328,Ahmedabad,23.0305,72.5731,Domestic Violence,2024-09-21,2024,9,Saturday,10,Industrial,3.3,11,Under Investigation
CR000329,Chennai,13.0746,80.2987,Robbery,2024-09-25,2024,9,Wednesday,16,Mixed,2.6,23,Resolved
CR000330,Jaipur,26.8988,75.7668,Fraud,2023-11-22,2023,11,Wednesday,8,Industrial,4.5,40,Under Investigation
CR000331,Ahmedabad,23.0078,72.6039,Robbery,2024-08-22,2024,8,Thursday,16,Industrial,2.8,9,Resolved
CR000332,Chennai,13.1093,80.2207,Burglary,2024-04-11,2024,4,Thursday,14,Mixed,4.2,11,Resolved
CR000333,Chennai,13.0631,80.2437,Theft,2025-09-21,2025,9,Sunday,18,Residential,3.9,9,Under Investigation
CR000334,Lucknow,26.827,80.9287,Assault,2024-09-13,2024,9,Friday,12,Mixed,2.4,40,Open
CR000335,Ahmedabad,23.0487,72.5756,Theft,2025-01-30,2025,1,Thursday,8,Commercial,3.6,36,Resolved
CR000336,Jaipur,26.8893,75.8001,Robbery,2024-04-17,2024,4,Wednesday,13,Residential,4.1,41,Resolved
CR000337,Delhi,28.6347,77.1762,Vandalism,2025-08-02,2025,8,Saturday,10,Industrial,2.5,10,Open
CR000338,Pune,18.4829,73.8917,Burglary,2024-09-06,2024,9,Friday,19,Residential,2.6,10,Resolved
CR000339,Kolkata,22.5383,88.3258,Domestic Violence,2025-05-07,2025,5,Wednesday,15,Residential,3.6,7,Resolved
CR000340,Kolkata,22.6012,88.3873,Burglary,2025-09-16,2025,9,Tuesday,20,Commercial,2.0,37,Open
CR000341,Pune,18.4939,73.8772,Domestic Violence,2025-05-14,2025,5,Wednesday,7,Industrial,3.5,20,Under Investigation
CR000342,Bangalore,13.0168,77.5673,Fraud,2025-08-01,2025,8,Friday,10,Industrial,2.9,6,Under Investigation
CR000343,Bangalore,12.9718,77.5517,Burglary,2024-10-19,2024,10,Saturday,16,Industrial,4.5,22,Resolved
CR000344,Ahmedabad,22.9777,72.5763,Theft,2024-12-02,2024,12,Monday,11,Commercial,3.2,37,Resolved
CR000345,Chennai,13.0395,80.2991,Theft,2024-06-27,2024,6,Thursday,18,Commercial,3.0,34,Resolved
CR000346,Kolkata,22.6208,88.3924,Assault,2025-03-28,2025,3,Friday,11,Commercial,3.3,33,Resolved
CR000347,Ahmedabad,23.0001,72.5646,Murder,2025-03-25,2025,3,Tuesday,15,Commercial,4.9,10,Resolved
CR000348,Jaipur,26.9362,75.8078,Burglary,2023-12-10,2023,12,Sunday,14,Commercial,2.8,38,Resolved
CR000349,Mumbai,19.0547,72.8934,Vandalism,2024-08-16,2024,8,Friday,8,Commercial,2.2,24,Resolved
CR000350,Hyderabad,17.4046,78.4825,Theft,2024-09-10,2024,9,Tuesday,17,Commercial,4.1,19,Resolved
CR000351,Jaipur,26.9331,75.7983,Burglary,2025-07-21,2025,7,Monday,12,Mixed,2.0,5,Resolved
CR000352,Jaipur,26.8779,75.8318,Assault,2024-04-17,2024,4,Wednesday,1,Mixed,4.3,38,Resolved
CR000353,Delhi,28.5654,77.2173,Theft,2025-05-18,2025,5,Sunday,22,Residential,2.7,36,Under Investigation
CR000354,Hyderabad,17.3452,78.4375,Burglary,2024-09-05,2024,9,Thursday,21,Residential,2.3,32,Under Investigation
CR000355,Kolkata,22.566,88.3862,Theft,2025-02-23,2025,2,Sunday,12,Residential,3.6,24,Resolved
CR000356,Pune,18.4903,73.8944,Assault,2025-09-12,2025,9,Friday,6,Commercial,3.1,9,Resolved
CR000357,Mumbai,19.0323,72.8736,Assault,2024-12-19,2024,12,Thursday,17,Commercial,3.8,14,Under Investigation
CR000358,Bangalore,12.971,77.5729,Domestic Violence,2024-10-07,2024,10,Monday,17,Mixed,4.2,31,Resolved
CR000359,Bangalore,12.9987,77.5873,Theft,2024-02-18,2024,2,Sunday,16,Mixed,2.8,37,Under Investigation
CR000360,Jaipur,26.8659,75.816,Burglary,2024-04-07,2024,4,Sunday,12,Commercial,4.1,44,Resolved
CR000361,Chennai,13.1111,80.2626,Robbery,2024-06-04,2024,6,Tuesday,15,Mixed,2.1,26,Resolved
CR000362,Hyderabad,17.3378,78.4577,Theft,2025-10-26,2025,10,Sunday,14,Residential,4.0,42,Resolved
CR000363,Chennai,13.1114,80.315,Assault,2024-02-16,2024,2,Friday,20,Mixed,3.3,9,Resolved
CR000364,Ahmedabad,23.0278,72.5469,Assault,2025-09-07,2025,9,Sunday,21,Commercial,4.5,36,Under Investigation
CR000365,Chennai,13.0654,80.2561,Robbery,2025-07-24,2025,7,Thursday,13,Commercial,4.7,39,Resolved
CR000366,Jaipur,26.9483,75.805,Domestic Violence,2024-07-15,2024,7,Monday,15,Industrial,3.2,26,Resolved
CR000367,Chennai,13.0738,80.2929,Burglary,2024-02-13,2024,2,Tuesday,9,Mixed,2.5,25,Under Investigation
CR000368,Hyderabad,17.4139,78.4664,Robbery,2024-09-10,2024,9,Tuesday,4,Commercial,2.5,18,Resolved
CR000369,Bangalore,12.9438,77.5965,Assault,2025-04-06,2025,4,Sunday,10,Industrial,2.7,23,Resolved
CR000370,Ahmedabad,23.0341,72.5771,Burglary,2024-07-05,2024,7,Friday,16,Industrial,4.1,5,Resolved
CR000371,Mumbai,19.0672,72.9148,Assault,2025-03-04,2025,3,Tuesday,9,Mixed,3.8,33,Resolved
CR000372,Ahmedabad,23.0417,72.542,Burglary,2024-12-28,2024,12,Saturday,18,Industrial,4.3,5,Resolved
CR000373,Delhi,28.6496,77.2263,Burglary,2024-05-06,2024,5,Monday,17,Mixed,4.1,20,Resolved
CR000374,Jaipur,26.916,75.8209,Domestic Violence,2024-11-27,2024,11,Wednesday,11,Commercial,2.4,11,Resolved
CR000375,Bangalore,13.0037,77.5851,Robbery,2025-06-12,2025,6,Thursday,8,Mixed,3.2,22,Open
CR000376,Mumbai,19.0327,72.9154,Burglary,2025-04-27,2025,4,Sunday,18,Mixed,4.5,22,Resolved
CR000377,Hyderabad,17.3783,78.5364,Assault,2024-12-10,2024,12,Tuesday,11,Mixed,3.1,44,Resolved
CR000378,Kolkata,22.569,88.3862,Assault,2024-02-18,2024,2,Sunday,22,Commercial,3.1,13,Resolved
CR000379,Mumbai,19.1033,72.8825,Theft,2025-06-15,2025,6,Sunday,15,Mixed,3.6,43,Under Investigation
CR000380,Kolkata,22.5366,88.381,Assault,2024-05-06,2024,5,Monday,14,Industrial,4.0,32,Resolved
CR000381,Lucknow,26.8875,80.9721,Assault,2024-04-01,2024,4,Monday,19,Residential,4.6,26,Under Investigation
CR000382,Lucknow,26.8382,80.9675,Burglary,2024-02-21,2024,2,Wednesday,13,Industrial,2.7,6,Resolved
CR000383,Lucknow,26.8474,80.915,Theft,2024-06-02,2024,6,Sunday,10,Industrial,3.3,22,Open
CR000384,Delhi,28.5911,77.2282,Theft,2023-12-21,2023,12,Thursday,19,Commercial,2.7,36,Resolved
CR000385,Lucknow,26.8245,80.9617,Domestic Violence,2024-03-22,2024,3,Friday,17,Mixed,4.4,36,Under Investigation
CR000386,Hyderabad,17.4137,78.5141,Assault,2025-05-21,2025,5,Wednesday,15,Industrial,2.1,26,Resolved
CR000387,Chennai,13.1215,80.3031,Assault,2023-12-09,2023,12,Saturday,19,Commercial,3.3,44,Under Investigation
CR000388,Pune,18.57,73.8892,Domestic Violence,2024-12-02,2024,12,Monday,20,Commercial,4.1,31,Open
CR000389,Lucknow,26.7973,80.9428,Assault,2024-09-24,2024,9,Tuesday,14,Mixed,2.4,15,Resolved
CR000390,Bangalore,12.9622,77.546,Theft,2024-06-15,2024,6,Saturday,12,Commercial,2.0,28,Under Investigation
CR000391,Kolkata,22.5265,88.3976,Assault,2024-11-08,2024,11,Friday,22,Residential,3.2,14,Resolved
CR000392,Kolkata,22.6217,88.3896,Burglary,2025-08-16,2025,8,Saturday,10,Mixed,3.7,23,Under Investigation
CR000393,Mumbai,19.0602,72.8805,Theft,2024-04-14,2024,4,Sunday,15,Commercial,3.5,24,Open
CR000394,Mumbai,19.0622,72.9141,Theft,2025-08-15,2025,8,Friday,10,Residential,3.5,29,Under Investigation
CR000395,Lucknow,26.8522,80.971,Domestic Violence,2025-04-19,2025,4,Saturday,11,Commercial,4.1,21,Under Investigation
CR000396,Mumbai,19.0279,72.9056,Assault,2025-09-16,2025,9,Tuesday,15,Mixed,3.4,34,Open
CR000397,Ahmedabad,23.0679,72.6096,Assault,2024-08-17,2024,8,Saturday,16,Mixed,3.8,26,Under Investigation
CR000398,Ahmedabad,22.9956,72.613,Assault,2024-08-16,2024,8,Friday,21,Industrial,4.0,20,Under Investigation
CR000399,Ahmedabad,22.9922,72.5951,Theft,2024-06-05,2024,6,Wednesday,9,Residential,2.6,21,Under Investigation
CR000400,Pune,18.5323,73.9008,Domestic Violence,2024-10-28,2024,10,Monday,13,Industrial,2.2,16,Under Investigation
CR000401,Lucknow,26.8905,80.9047,Burglary,2025-08-19,2025,8,Tuesday,11,Mixed,2.7,42,Open
CR000402,Kolkata,22.5664,88.3669,Murder,2024-03-24,2024,3,Sunday,15,Mixed,2.8,15,Resolved
CR000403,Ahmedabad,22.9945,72.5235,Domestic Violence,2024-05-07,2024,5,Tuesday,14,Mixed,4.0,40,Resolved
CR000404,Hyderabad,17.4248,78.5144,Theft,2024-10-18,2024,10,Friday,8,Industrial,3.5,15,Resolved
CR000405,Chennai,13.0805,80.2988,Burglary,2024-11-08,2024,11,Friday,0,Industrial,2.5,21,Resolved
CR000406,Lucknow,26.8789,80.9019,Burglary,2025-08-01,2025,8,Friday,16,Mixed,4.0,21,Under Investigation
CR000407,Pune,18.5544,73.9056,Fraud,2024-01-08,2024,1,Monday,4,Residential,3.6,20,Under Investigation
CR000408,Hyderabad,17.4188,78.4728,Domestic Violence,2025-10-11,2025,10,Saturday,9,Industrial,4.1,29,Resolved
CR000409,Ahmedabad,22.9921,72.6165,Theft,2024-03-19,2024,3,Tuesday,16,Industrial,3.5,8,Open
CR000410,Ahmedabad,23.0097,72.5876,Theft,2024-09-02,2024,9,Monday,20,Industrial,2.5,32,Resolved
CR000411,Hyderabad,17.4176,78.4653,Fraud,2023-11-17,2023,11,Friday,16,Commercial,3.1,18,Resolved
CR000412,Lucknow,26.8334,80.9049,Assault,2024-11-14,2024,11,Thursday,19,Residential,2.5,35,Resolved
CR000413,Lucknow,26.8489,80.9551,Domestic Violence,2024-04-20,2024,4,Saturday,21,Mixed,4.4,17,Resolved
CR000414,Kolkata,22.5684,88.349,Theft,2025-09-01,2025,9,Monday,12,Industrial,4.8,12,Resolved
CR000415,Lucknow,26.8753,80.9552,Theft,2025-05-26,2025,5,Monday,19,Commercial,2.5,22,Resolved
CR000416,Pune,18.5639,73.8443,Assault,2024-11-25,2024,11,Monday,10,Residential,2.1,21,Resolved
CR000417,Kolkata,22.5896,88.3607,Domestic Violence,2024-04-12,2024,4,Friday,7,Residential,2.1,13,Under Investigation
CR000418,Delhi,28.6435,77.2344,Theft,2025-06-11,2025,6,Wednesday,18,Residential,2.3,12,Resolved
CR000419,Delhi,28.625,77.179,Theft,2024-02-22,2024,2,Thursday,9,Mixed,4.3,33,Under Investigation
CR000420,Ahmedabad,23.0654,72.5601,Theft,2024-06-23,2024,6,Sunday,20,Residential,3.6,39,Resolved
CR000421,Ahmedabad,22.9755,72.6175,Assault,2023-12-31,2023,12,Sunday,17,Mixed,4.0,42,Resolved
CR000422,Hyderabad,17.4297,78.5252,Assault,2025-03-25,2025,3,Tuesday,21,Residential,3.0,36,Resolved
CR000423,Kolkata,22.5849,88.4129,Burglary,2024-11-08,2024,11,Friday,10,Mixed,2.9,5,Resolved
CR000424,Ahmedabad,23.0266,72.6199,Fraud,2024-10-24,2024,10,Thursday,22,Residential,2.2,20,Under Investigation
CR000425,Ahmedabad,23.0066,72.5663,Fraud,2024-03-29,2024,3,Friday,12,Commercial,3.4,13,Under Investigation
CR000426,Ahmedabad,23.0303,72.6118,Domestic Violence,2025-01-19,2025,1,Sunday,7,Mixed,2.0,30,Under Investigation
CR000427,Pune,18.5589,73.8963,Fraud,2025-08-03,2025,8,Sunday,13,Commercial,2.3,29,Under Investigation
CR000428,Bangalore,12.9558,77.5876,Domestic Violence,2023-11-03,2023,11,Friday,10,Mixed,3.5,42,Under Investigation
CR000429,Lucknow,26.8267,80.9558,Burglary,2025-08-20,2025,8,Wednesday,21,Industrial,3.0,27,Under Investigation
CR000430,Mumbai,19.0366,72.915,Robbery,2025-04-20,2025,4,Sunday,21,Residential,3.2,12,Under Investigation
CR000431,Chennai,13.0426,80.2283,Burglary,2024-08-12,2024,8,Monday,23,Residential,2.6,6,Under Investigation
CR000432,Bangalore,12.9875,77.5978,Theft,2024-03-06,2024,3,Wednesday,19,Mixed,4.2,32,Open
CR000433,Jaipur,26.8656,75.8155,Theft,2023-12-25,2023,12,Monday,7,Mixed,2.2,5,Resolved
CR000434,Ahmedabad,23.0714,72.5788,Theft,2024-06-26,2024,6,Wednesday,14,Residential,4.5,26,Resolved
CR000435,Ahmedabad,22.9883,72.5266,Assault,2024-01-15,2024,1,Monday,8,Commercial,3.4,10,Resolved
CR000436,Ahmedabad,23.0533,72.6038,Burglary,2024-09-09,2024,9,Monday,13,Commercial,4.8,9,Open
CR000437,Delhi,28.606,77.2192,Fraud,2024-05-15,2024,5,Wednesday,12,Commercial,4.0,22,Resolved
CR000438,Jaipur,26.9339,75.7441,Burglary,2024-09-25,2024,9,Wednesday,17,Mixed,4.8,39,Resolved
CR000439,Bangalore,12.9447,77.6127,Fraud,2025-09-15,2025,9,Monday,20,Residential,3.8,11,Resolved
CR000440,Delhi,28.6083,77.234,Robbery,2025-06-23,2025,6,Monday,17,Industrial,2.2,8,Resolved
CR000441,Kolkata,22.5645,88.3307,Fraud,2025-01-15,2025,1,Wednesday,8,Industrial,3.0,35,Open
CR000442,Mumbai,19.1146,72.9211,Fraud,2025-06-26,2025,6,Thursday,17,Commercial,3.2,42,Resolved
CR000443,Chennai,13.1108,80.2605,Burglary,2024-10-12,2024,10,Saturday,10,Commercial,4.5,8,Under Investigation
CR000444,Hyderabad,17.3601,78.5211,Robbery,2024-02-29,2024,2,Thursday,12,Commercial,4.7,7,Under Investigation
CR000445,Delhi,28.6336,77.1914,Theft,2024-09-08,2024,9,Sunday,17,Commercial,4.4,5,Resolved
CR000446,Pune,18.497,73.9057,Theft,2024-12-17,2024,12,Tuesday,11,Commercial,3.4,13,Resolved
CR000447,Bangalore,13.0103,77.5866,Robbery,2023-11-02,2023,11,Thursday,14,Residential,2.5,29,Under Investigation
CR000448,Lucknow,26.8051,80.9355,Theft,2025-10-04,2025,10,Saturday,17,Commercial,3.8,14,Resolved
CR000449,Chennai,13.1162,80.3182,Theft,2024-08-07,2024,8,Wednesday,12,Residential,2.8,22,Resolved
CR000450,Delhi,28.5649,77.2448,Assault,2024-01-12,2024,1,Friday,2,Industrial,4.4,16,Resolved
